timestamp,source,title,url,matched_keywords,region,published_date,content,source_type,ner_locations,ner_actors,perpetrator,victim_target,claimed_by,granular_incident_type,casualties_killed,casualties_injured,final_risk_score,final_risk_level,incident_type,classified_at,ner_state_actors,llm_enhanced
2026-06-03T20:42:02.113833,Northeast Today,"Two Militants Arrested, Arms And Explosives Recovered In Manipur",https://northeasttoday.in/northeast/two-militants-arrested-arms-and-explosives-recovered-in-manipur/,"['explosive', 'militant', 'arrested']",ne,2026-06-03,"Security forces arrested two active militants belonging to different proscribed outfits in separate operations conducted in Imphal West and Imphal East districts on June 1 and 2. According to official sources, an active cadre of PREPAK (PRO), identified as Yanglem Anaoba Singh alias Yamba (23) of Singjamei Chingamakha Yanglem Leirak in Imphal West district, was arrested on June 1 from the eastern side of Hiyangthang Bridge under Wangoi Police Station in Imphal West district. In another operation on June 2, security forces arrested an active cadre of KCP (PWG), identified as Komol Muktar Abas alias Karati (25) of Yairipok Tulihal Toupokpi under Andro Police Station in Imphal East district, from his residence. Meanwhile, security forces also recovered a cache of arms, ammunition and explosives from the foothill area of Pechi Chinglak under Yairipok Police Station in Thoubal district on June 2. The recovered items included one AK rifle, one double-barrel breech-loading (DBBL) gun, two single-barrel breech-loading (SBBL) guns, three 36 HE hand grenades, one Chinese hand grenade, four detonators, two INSAS magazines, two AK magazines, one INSAS LMG magazine, 25 rounds of AK live ammunition, seven 12-bore cartridges, and one Baofeng radio handset along with a charger. Security forces said further investigation is underway in connection with the arrests and recovery. Your email address will not be published. Required fields are marked * © Northeast Today. Powered by Atmotech Solution.",playwright,"['Thoubal', 'Imphal West']","['Kcp', 'Prepak']",[],[],[],IED/Explosion,"{'killed': [], 'injured': []}",[],10.0,HIGH,Kinetic,2026-06-09T14:27:34.844773,[],True
2026-06-04T21:54:22.238162,Northeast Today,No Ground For APIYO Bandh After Closure Of All 15 ‘Unauthorised’ Mosques In Capital Region: Arunachal Government,https://northeasttoday.in/northeast/arunachal-pradesh/no-ground-for-apiyo-bandh-after-closure-of-all-15-unauthorised-mosques-in-capital-region-arunachal-government/,['bandh'],ne,2026-06-04,"All 15 allegedly unauthorised mosques in the Itanagar Capital Region have been closed, the Arunachal Pradesh government Spokesperson Pasang Dorjee Sona said on Thursday, asserting that APIYO’s planned 24-hour bandh is now unjustified. Govt spokesperson Pasang Dorjee Sona said 12 mosques were already sealed by the district administration, while the remaining three on private land were shut on Wednesday. “The purpose of the bandh has been achieved,” Sona said, noting that APIYO’s core demand has been fulfilled. The mosques were acted upon for allegedly violating registration, building permission, and development clearance norms. Sona reiterated that with the organisation’s demand met, the state expects normalcy to be maintained and appealed against any disruption of public life in the Itanagar Capital Region. APIYO had announced the bandh from 5:00 AM on June 5 to 5:00 AM on June 6. The District Magistrate had earlier declared the bandh illegal under Section 163 BNSS, citing a Supreme Court ruling. Your email address will not be published. Required fields are marked * © Northeast Today. Powered by Atmotech Solution.",playwright,['Itanagar'],[],[],[],[],Civil Unrest,"{'killed': [], 'injured': []}",[],7.5,MEDIUM,Unrest,2026-06-09T14:27:34.892562,[],True
